yk_code,yk_desc,dig_code,dig_desc,pro,tra,who,ret,pur
F02E00,Nonresidential private fixed investment in equipment,454000,Nonstore retailers,6978,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,4B0000,All other retail,9324,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,481000,Air transportation,321,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,482000,Rail transportation,2715,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,483000,Water transportation,10,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,484000,Truck transportation,20117,0,0,0,0
F02E00,Nonresidential private fixed investment in equipment,517110,Wired telecommunications carriers,7155,0,0,0,7155
F02E00,Nonresidential private fixed investment in equipment,541512,Computer systems design services,18701,0,0,0,18701
F02E00,Nonresidential private fixed investment in equipment,541300,"Architectural, engineering, and related services",42239,0,0,0,42239
F02E00,Nonresidential private fixed investment in equipment,S00401,Scrap,-21736,0,0,0,-21736
F02E00,Nonresidential private fixed investment in equipment,S00402,Used and secondhand goods,-78431,2920,9326,3388,-62797
F02N00,Nonresidential private fixed investment in intellectual property products,423100,Motor vehicle and motor vehicle parts and supplies,0,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,423400,Professional and commercial equipment and supplies,15251,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,423600,Household appliances and electrical and electronic goods ,1131,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,423800,"Machinery, equipment, and supplies",6,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,423A00,Other durable goods merchant wholesalers,219,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,424200,Drugs and druggists’ sundries,0,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,424A00,Other nondurable goods merchant wholesalers,75,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,425000,Wholesale electronic markets and agents and brokers,559,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,452000,General merchandise stores,269,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,444000,Building material and garden equipment and supplies dealers,1,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,454000,Nonstore retailers,2283,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,4B0000,All other retail,2034,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,481000,Air transportation,28,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,483000,Water transportation,0,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,484000,Truck transportation,557,0,0,0,0
F02N00,Nonresidential private fixed investment in intellectual property products,511120,Periodical Publishers,117,0,0,0,117
F02N00,Nonresidential private fixed investment in intellectual property products,511130,Book publishers,9103,0,0,0,9103
F02N00,Nonresidential private fixed investment in intellectual property products,5111A0,"Directory, mailing list, and other publishers",432,0,0,0,432
F02N00,Nonresidential private fixed investment in intellectual property products,511200,Software publishers,59581,586,17241,4586,81994
F02N00,Nonresidential private fixed investment in intellectual property products,512100,Motion picture and video industries,28989,0,0,0,28989
F02N00,Nonresidential private fixed investment in intellectual property products,512200,Sound recording industries,2972,0,0,0,2972
F02N00,Nonresidential private fixed investment in intellectual property products,515100,Radio and television broadcasting,10084,0,0,0,10084
F02N00,Nonresidential private fixed investment in intellectual property products,515200,Cable and other subscription programming,13153,0,0,0,13153
F02N00,Nonresidential private fixed investment in intellectual property products,518200,"Data processing, hosting, and related services",14168,0,0,0,14168
F02N00,Nonresidential private fixed investment in intellectual property products,541511,Custom computer programming services,169328,0,0,0,169328
F02N00,Nonresidential private fixed investment in intellectual property products,541700,Scientific research and development services,313449,0,0,0,313449
F02N00,Nonresidential private fixed investment in intellectual property products,541920,Photographic services,1133,0,0,0,1133
F02N00,Nonresidential private fixed investment in intellectual property products,711100,Performing arts companies,3706,0,0,0,3706
F02N00,Nonresidential private fixed investment in intellectual property products,711500,"Independent artists, writers, and performers",493,0,0,0,493
F02N00,Nonresidential private fixed investment in intellectual property products,S00300,Noncomparable imports,6570,0,0,0,6570
F02R00,Residential private fixed investment,233412,Multifamily residential structures,22510,0,0,0,22510
F02R00,Residential private fixed investment,2334A0,Other residential structures,159222,0,0,0,159222
F02R00,Residential private fixed investment,233411,Single-family residential structures,132015,0,0,0,132015
F02R00,Residential private fixed investment,3219A0,All other wood product manufacturing,2974,122,391,1470,4956
F02R00,Residential private fixed investment,334300,Audio and video equipment manufacturing,289,3,80,47,420
F02R00,Residential private fixed investment,335210,Small electrical appliance manufacturing,25,4,7,11,46
F02R00,Residential private fixed investment,335221,Household cooking appliance manufacturing,1901,28,526,836,3291
F02R00,Residential private fixed investment,335222,Household refrigerator and home freezer manufacturing,2000,32,553,880,3465
F02R00,Residential private fixed investment,335228,Other major household appliance manufacturing,643,10,178,283,1114
F02R00,Residential private fixed investment,337121,Upholstered household furniture manufacturing,65,10,14,8,96
F02R00,Residential private fixed investment,337122,Nonupholstered wood household furniture manufacturing,83,12,17,10,123
F02R00,Residential private fixed investment,33712N,Other household nonupholstered furniture,138,21,29,17,204
F02R00,Residential private fixed investment,337215,"Showcase, partition, shelving, and locker manufacturing",1,0,0,0,2
F02R00,Residential private fixed investment,337900,Other furniture related product manufacturing,120,18,25,14,178
F02R00,Residential private fixed investment,314110,Carpet and rug mills,268,13,128,973,1382
F02R00,Residential private fixed investment,326150,Urethane and other foam product (except polystyrene) manufacturing,5,0,3,161,168
F02R00,Residential private fixed investment,326290,Other rubber product manufacturing,10,0,2,35,47
F02R00,Residential private fixed investment,423100,Motor vehicle and motor vehicle parts and supplies,7,0,0,0,0
F02R00,Residential private fixed investment,423400,Professional and commercial equipment and supplies,179,0,0,0,0
F02R00,Residential private fixed investment,423600,Household appliances and electrical and electronic goods ,1134,0,0,0,0
F02R00,Residential private fixed investment,423800,"Machinery, equipment, and supplies",3,0,0,0,0
F02R00,Residential private fixed investment,423A00,Other durable goods merchant wholesalers,715,0,0,0,0
F02R00,Residential private fixed investment,424200,Drugs and druggists’ sundries,1,0,0,0,0
F02R00,Residential private fixed investment,424400,Grocery and related product wholesalers ,2,0,0,0,0
F02R00,Residential private fixed investment,424700,Petroleum and petroleum products,7,0,0,0,0
F02R00,Residential private fixed investment,424A00,Other nondurable goods merchant wholesalers,22,0,0,0,0
F02R00,Residential private fixed investment,425000,Wholesale electronic markets and agents and brokers,58,0,0,0,0
F02R00,Residential private fixed investment,441000,Motor vehicle and parts dealers,6,0,0,0,0
F02R00,Residential private fixed investment,445000,Food and beverage stores,9,0,0,0,0
F02R00,Residential private fixed investment,452000,General merchandise stores,429,0,0,0,0
F02R00,Residential private fixed investment,444000,Building material and garden equipment and supplies dealers,1081,0,0,0,0
F02R00,Residential private fixed investment,446000,Health and personal care stores,3,0,0,0,0
F02R00,Residential private fixed investment,447000,Gasoline stations,0,0,0,0,0
F02R00,Residential private fixed investment,448000,Clothing and clothing accessories stores,6,0,0,0,0
F02R00,Residential private fixed investment,454000,Nonstore retailers,316,0,0,0,0
F02R00,Residential private fixed investment,4B0000,All other retail,2976,0,0,0,0
F02R00,Residential private fixed investment,481000,Air transportation,3,0,0,0,0
F02R00,Residential private fixed investment,482000,Rail transportation,24,0,0,0,0
F02R00,Residential private fixed investment,483000,Water transportation,0,0,0,0,0
F02R00,Residential private fixed investment,484000,Truck transportation,315,0,0,0,0
F02R00,Residential private fixed investment,5241XX,"Insurance carriers, except direct life",5584,0,0,0,5584
F02R00,Residential private fixed investment,531ORE,Other real estate,82654,0,0,0,82654
F02R00,Residential private fixed investment,541100,Legal services,14388,0,0,0,14388
F02R00,Residential private fixed investment,541300,"Architectural, engineering, and related services",1210,0,0,0,1210
F02R00,Residential private fixed investment,S00402,Used and secondhand goods,-1386,71,176,80,-1059
F02S00,Nonresidential private fixed investment in structures,213111,Drilling oil and gas wells,47549,0,0,0,47549
F02S00,Nonresidential private fixed investment in structures,21311A,Other support activities for mining,105363,0,0,0,105363
F02S00,Nonresidential private fixed investment in structures,233210,Health care structures,35375,0,0,0,35375
F02S00,Nonresidential private fixed investment in structures,233262,Educational and vocational structures,16160,0,0,0,16160
F02S00,Nonresidential private fixed investment in structures,2332A0,Office and commercial structures,68109,0,0,0,68109
F02S00,Nonresidential private fixed investment in structures,233230,Manufacturing structures,46774,0,0,0,46774
F02S00,Nonresidential private fixed investment in structures,2332D0,Other nonresidential structures,32965,0,0,0,32965
F02S00,Nonresidential private fixed investment in structures,233240,Power and communication structures,102355,0,0,0,102355
F02S00,Nonresidential private fixed investment in structures,2332C0,Transportation structures and highways and streets,11172,0,0,0,11172
F02S00,Nonresidential private fixed investment in structures,3219A0,All other wood product manufacturing,327,15,43,0,385
F02S00,Nonresidential private fixed investment in structures,423400,Professional and commercial equipment and supplies,0,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,423600,Household appliances and electrical and electronic goods ,0,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,423800,"Machinery, equipment, and supplies",0,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,423A00,Other durable goods merchant wholesalers,42,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,424A00,Other nondurable goods merchant wholesalers,0,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,425000,Wholesale electronic markets and agents and brokers,1,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,484000,Truck transportation,15,0,0,0,0
F02S00,Nonresidential private fixed investment in structures,531ORE,Other real estate,14605,0,0,0,14605
F02S00,Nonresidential private fixed investment in structures,S00402,Used and secondhand goods,-1375,0,0,0,-1375
F06E00,Federal national defense: Gross investment in equipment,332200,Cutlery and handtool manufacturing,3,0,1,0,4
F06E00,Federal national defense: Gross investment in equipment,332430,"Metal can, box, and other metal container (light gauge) manufacturing",2,0,0,0,2
F06E00,Federal national defense: Gross investment in equipment,33291A,Valve and fittings other than plumbing,248,7,76,0,331
F06E00,Federal national defense: Gross investment in equipment,332996,Fabricated pipe and pipe fitting manufacturing,1,0,0,0,2
F06E00,Federal national defense: Gross investment in equipment,33299A,"Ammunition, arms, ordnance, and accessories manufacturing",1862,50,592,0,2505
F06E00,Federal national defense: Gross investment in equipment,332999,Other fabricated metal manufacturing,3,0,1,0,4
F06E00,Federal national defense: Gross investment in equipment,333111,Farm machinery and equipment manufacturing,1,0,0,0,1
F06E00,Federal national defense: Gross investment in equipment,333112,Lawn and garden equipment manufacturing,2,0,1,0,3
F06E00,Federal national defense: Gross investment in equipment,333120,Construction machinery manufacturing,86,2,25,0,114
F06E00,Federal national defense: Gross investment in equipment,33329A,Other industrial machinery manufacturing,16,0,3,0,19
F06E00,Federal national defense: Gross investment in equipment,333314,Optical instrument and lens manufacturing,532,14,115,0,662
F06E00,Federal national defense: Gross investment in equipment,333316,Photographic and photocopying equipment manufacturing,3,0,1,0,4
F06E00,Federal national defense: Gross investment in equipment,333318,Other commercial and service industry machinery manufacturing,253,7,107,0,367
F06E00,Federal national defense: Gross investment in equipment,333415,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",230,6,71,0,307
F06E00,Federal national defense: Gross investment in equipment,333517,Machine tool manufacturing,6,0,1,0,7
F06E00,Federal national defense: Gross investment in equipment,333611,Turbine and turbine generator set units manufacturing,66,2,12,0,80
F06E00,Federal national defense: Gross investment in equipment,333912,Air and gas compressor manufacturing,18,0,3,0,22
F06E00,Federal national defense: Gross investment in equipment,33391A,Pump and pumping equipment manufacturing,284,8,49,0,341
F06E00,Federal national defense: Gross investment in equipment,333920,Material handling equipment manufacturing,67,2,12,0,81
F06E00,Federal national defense: Gross investment in equipment,333991,Power-driven handtool manufacturing,0,0,0,0,1
F06E00,Federal national defense: Gross investment in equipment,33399A,Other general purpose machinery manufacturing,16,0,3,0,19
F06E00,Federal national defense: Gross investment in equipment,33399B,Fluid power process machinery,56,2,10,0,67
F06E00,Federal national defense: Gross investment in equipment,334111,Electronic computer manufacturing,1023,11,291,0,1325
F06E00,Federal national defense: Gross investment in equipment,334112,Computer storage device manufacturing,175,2,50,0,227
F06E00,Federal national defense: Gross investment in equipment,334118,Computer terminals and other computer peripheral equipment manufacturing,141,1,40,0,182
F06E00,Federal national defense: Gross investment in equipment,334210,Telephone apparatus manufacturing,1306,13,593,0,1912
F06E00,Federal national defense: Gross investment in equipment,334220,Broadcast and wireless communications equipment,7111,71,3286,0,10468
F06E00,Federal national defense: Gross investment in equipment,334290,Other communications equipment manufacturing,41,1,19,0,60
F06E00,Federal national defense: Gross investment in equipment,334510,Electromedical and electrotherapeutic apparatus manufacturing,319,3,108,0,431
F06E00,Federal national defense: Gross investment in equipment,334511,"Search, detection, and navigation instruments manufacturing",15502,158,2066,0,17726
F06E00,Federal national defense: Gross investment in equipment,334513,Industrial process variable instruments manufacturing,4,0,1,0,5
F06E00,Federal national defense: Gross investment in equipment,334515,Electricity and signal testing instruments manufacturing,2658,74,354,0,3086
F06E00,Federal national defense: Gross investment in equipment,334517,Irradiation apparatus manufacturing,130,1,38,0,169
F06E00,Federal national defense: Gross investment in equipment,335210,Small electrical appliance manufacturing,3,0,1,0,4
F06E00,Federal national defense: Gross investment in equipment,335221,Household cooking appliance manufacturing,2,0,1,0,3
F06E00,Federal national defense: Gross investment in equipment,335311,"Power, distribution, and specialty transformer manufacturing",0,0,0,0,0
F06E00,Federal national defense: Gross investment in equipment,335312,Motor and generator manufacturing,8,0,2,0,11
F06E00,Federal national defense: Gross investment in equipment,335314,Relay and industrial control manufacturing,322,3,90,0,415
F06E00,Federal national defense: Gross investment in equipment,335920,Communication and energy wire and cable manufacturing,7,0,2,0,9
F06E00,Federal national defense: Gross investment in equipment,335999,All other miscellaneous electrical equipment and component manufacturing,545,6,152,0,703
F06E00,Federal national defense: Gross investment in equipment,336111,Automobile manufacturing,809,26,192,0,1027
F06E00,Federal national defense: Gross investment in equipment,336112,Light truck and utility vehicle manufacturing,7,0,0,0,7
F06E00,Federal national defense: Gross investment in equipment,336120,Heavy duty truck manufacturing,365,6,21,0,392
F06E00,Federal national defense: Gross investment in equipment,336212,Truck trailer manufacturing,54,1,18,0,73
F06E00,Federal national defense: Gross investment in equipment,336411,Aircraft manufacturing,18667,189,788,0,19643
F06E00,Federal national defense: Gross investment in equipment,336412,Aircraft engine and engine parts manufacturing,516,5,22,0,544
F06E00,Federal national defense: Gross investment in equipment,336414,Guided missile and space vehicle manufacturing,5591,56,236,0,5883
F06E00,Federal national defense: Gross investment in equipment,336500,Railroad rolling stock manufacturing,9,0,0,0,9
F06E00,Federal national defense: Gross investment in equipment,336611,Ship building and repairing,8871,88,343,0,9302
F06E00,Federal national defense: Gross investment in equipment,336612,Boat building,93,1,4,0,98
F06E00,Federal national defense: Gross investment in equipment,336992,"Military armored vehicle, tank, and tank component manufacturing",4063,56,163,0,4282
F06E00,Federal national defense: Gross investment in equipment,336999,All other transportation equipment manufacturing,44,0,2,0,46
F06E00,Federal national defense: Gross investment in equipment,337122,Nonupholstered wood household furniture manufacturing,0,0,0,0,0
