M1N23001EP1E.A,116,79,86
M1N23001EP1F.A,0,0,0
M1N23001EP1G.A,108,102,109
M1N23001EP1H.A,532,497,663
M1N23001EP20.A,612,391,331
M1N23001EP34.A,40,31,17
M1N23001EP35.A,10,13,25
M1N23001EP36.A,330,279,208
M1N23001EP31.A,112,90,86
M1N23001EP12.A,102,41,30
M1N23001EI11.A,0,0,0
M1N23001EI12.A,439,470,458
M1N23001EI21.A,1,1,1
M1N23001EI22.A,51,69,143
M1N23001EI30.A,225,266,384
M1N23001EI40.A,43,33,29
M1N23001EI50.A,1485,1290,1273
M1N23001EI60.A,316,291,249
M1N23001ET11.A,5873,4668,7891
M1N23001ET12.A,3025,2543,3170
M1N23001ET20.A,2278,1816,2029
M1N23001ET30.A,95,139,192
M1N23001ET40.A,42,96,178
M1N23001ET50.A,0,0,0
M1N23001EO11.A,0,0,0
M1N23001EO12.A,670,592,559
M1N23001EO30.A,0,0,0
M1N23001EO21.A,159,121,93
M1N23001EO40.A,11522,13136,14816
M1N23001EO22.A,451,1866,2489
M1N23001EO50.A,85,94,102
M1N23001EO60.A,270,207,174
M1N23001EO71.A,2,2,2
M1N23001EO72.A,54,46,43
M1N23001EO80.A,1289,1195,1059
M1N23001ST00.A,1815,2258,2412
M1N23001SOO1.A,662,719,763
M1N23001SB31.A,0,0,0
M1N23001SB32.A,0,0,0
M1N23001SOO2.A,0,0,1
M1N23001SC03.A,3,11,19
M1N23001SC04.A,0,0,1
M1N23001SC01.A,303,323,339
M1N23001SOMO.A,108,97,85
M1N23001SC02.A,17,31,41
M1N23001SI00.A,336,387,435
M1N23001SU30.A,79,241,241
M1N23001SU60.A,9,150,177
M1N23001SU40.A,1,3,3
M1N23001SU50.A,0,0,0
M1N23001SU20.A,7,13,12
M1N23001SM01.A,29,39,34
M1N23001SM02.A,1,2,3
M1N23001SB10.A,0,0,0
M1N23001SB20.A,0,0,0
M1N23001SB41.A,9,8,8
M1N23001SB42.A,15,14,16
M1N23001SB43.A,0,0,0
M1N23001SB45.A,0,0,0
M1N23001SU11.A,0,0,0
M1N23001SU12.A,0,0,0
M1N23001SB44.A,0,0,0
M1N23001SB46.A,2,2,2
M1N23001SN00.A,137,116,126
M1N23001SO01.A,59,60,60
M1N23001SO02.A,1,1,1
M1N23001SO03.A,32,35,38
M1N23001SO04.A,5,6,6
M1N23001IP00.A,2082,2239,3622
M1N23001ENS1.A,735,1013,1974
M1N23001ENS2.A,301,383,653
M1N23001ENS3.A,126,143,279
M1N23001RD11.A,0,0,0
M1N23001RD12.A,0,0,0
M1N23001RD23.A,0,0,0
M1N23001RD21.A,0,0,0
M1N23001RD22.A,0,0,0
M1N23001RD24.A,0,0,0
M1N23001RD25.A,0,0,0
M1N23001RD31.A,0,0,0
M1N23001RD32.A,0,0,0
M1N23001RDOM.A,0,0,0
M1N23001RD70.A,0,0,0
M1N23001RD40.A,0,0,0
M1N23001RD50.A,0,0,0
M1N23001RD60.A,0,0,0
M1N23001RD80.A,919,701,716
M1N23001RD91.A,0,0,0
M1N23001RD92.A,0,0,0
M1N23001AE10.A,0,0,0
M1N23001AE20.A,0,0,0
M1N23001AE30.A,0,0,0
M1N23001AE40.A,0,0,0
M1N23001AE50.A,0,0,0
M1N32101EQ00.A,2660,2415,2924
M1N32101EP1A.A,3,2,3
M1N32101EP1B.A,35,20,24
M1N32101EP1C.A,0,0,0
M1N32101EP1D.A,10,4,4
M1N32101EP1E.A,7,4,3
M1N32101EP1F.A,0,0,0
M1N32101EP1G.A,5,4,3
M1N32101EP1H.A,18,12,15
M1N32101EP20.A,18,14,16
M1N32101EP34.A,1,1,1
M1N32101EP35.A,1,1,1
M1N32101EP36.A,66,38,27
M1N32101EP31.A,5,4,4
M1N32101EP12.A,3,1,1
M1N32101EI11.A,0,0,0
M1N32101EI12.A,72,63,44
M1N32101EI21.A,1,1,1
M1N32101EI22.A,9,4,5
M1N32101EI30.A,37,24,26
M1N32101EI40.A,1110,961,1077
M1N32101EI50.A,723,712,875
M1N32101EI60.A,35,31,26
M1N32101ET11.A,51,37,74
M1N32101ET12.A,49,43,77
M1N32101ET20.A,45,21,17
M1N32101ET30.A,2,2,1
M1N32101ET40.A,0,0,0
M1N32101ET50.A,0,0,0
M1N32101EO11.A,0,0,0
M1N32101EO12.A,44,30,21
M1N32101EO30.A,0,0,0
M1N32101EO21.A,0,0,0
M1N32101EO40.A,71,139,289
M1N32101EO22.A,2,20,31
M1N32101EO50.A,0,0,0
M1N32101EO60.A,18,29,66
M1N32101EO71.A,0,0,0
M1N32101EO72.A,49,45,46
M1N32101EO80.A,167,148,147
M1N32101ST00.A,651,658,700
M1N32101SOO1.A,35,34,33
M1N32101SB31.A,0,0,0
M1N32101SB32.A,0,0,0
M1N32101SOO2.A,0,0,0
M1N32101SC03.A,1,1,1
M1N32101SC04.A,0,0,0
M1N32101SC01.A,11,12,12
M1N32101SOMO.A,6,5,4
M1N32101SC02.A,3,3,3
M1N32101SI00.A,593,601,644
M1N32101SU30.A,0,0,0
M1N32101SU60.A,0,0,0
M1N32101SU40.A,0,0,0
M1N32101SU50.A,0,0,0
M1N32101SU20.A,0,0,0
M1N32101SM01.A,0,0,0
M1N32101SM02.A,0,0,0
M1N32101SB10.A,0,0,0
M1N32101SB20.A,0,0,0
M1N32101SB41.A,0,0,0
M1N32101SB42.A,0,0,0
M1N32101SB43.A,0,0,0
M1N32101SB45.A,0,0,0
M1N32101SU11.A,0,0,0
M1N32101SU12.A,0,0,0
M1N32101SB44.A,0,0,0
M1N32101SB46.A,0,0,0
M1N32101SN00.A,0,0,0
M1N32101SO01.A,0,0,0
M1N32101SO02.A,0,0,0
M1N32101SO03.A,0,0,0
M1N32101SO04.A,2,2,2
M1N32101IP00.A,241,157,217
M1N32101ENS1.A,132,54,91
M1N32101ENS2.A,37,20,21
M1N32101ENS3.A,14,12,21
M1N32101RD11.A,0,0,0
M1N32101RD12.A,0,0,0
M1N32101RD23.A,0,0,0
M1N32101RD21.A,0,0,0
M1N32101RD22.A,0,0,0
M1N32101RD24.A,0,0,0
M1N32101RD25.A,0,0,0
M1N32101RD31.A,0,0,0
M1N32101RD32.A,0,0,0
M1N32101RDOM.A,58,71,83
M1N32101RD70.A,0,0,0
M1N32101RD40.A,0,0,0
M1N32101RD50.A,0,0,0
M1N32101RD60.A,0,0,0
M1N32101RD80.A,0,0,0
M1N32101RD91.A,0,0,0
M1N32101RD92.A,0,0,0
M1N32101AE10.A,0,0,0
M1N32101AE20.A,0,0,0
M1N32101AE30.A,0,0,0
M1N32101AE40.A,0,0,0
M1N32101AE50.A,0,0,0
M1N32701EQ00.A,4677,4723,4568
